time,price,quantity,source,buyer,seller,initiator
20190304T154407,105.125,500,Auto trade,,,
20190304T154407,105.14,400,Auto trade,,,
20190304T154408,105.12,100,Auto trade,,,
20190304T154410,105.12,300,Auto trade,,,
20190304T154410,105.115,100,Auto trade,,,
20190304T154410,105.11,100,Auto trade,,,
20190304T154410,105.1101,1472,Auto trade,,,
20190304T154410,105.1,200,Auto trade,,,
20190304T154411,105.08,200,Auto trade,,,
20190304T154411,105.085,100,Auto trade,,,
20190304T154411,105.07,100,Auto trade,,,
20190304T154411,105.08,131,Auto trade,,,
20190304T154412,105.095,100,Auto trade,,,
20190304T154412,105.1,300,Auto trade,,,
20190304T154412,105.095,100,Auto trade,,,
20190304T154412,105.1,100,Auto trade,,,
20190304T154415,105.12,100,Auto trade,,,
20190304T154415,105.13,500,Auto trade,,,
20190304T154415,105.12,100,Auto trade,,,
20190304T154417,105.11,100,Auto trade,,,
20190304T154420,105.11,100,Auto trade,,,
20190304T154421,105.111,5000,Auto trade,,,
20190304T154421,105.11,100,Auto trade,,,
20190304T154423,105.12,100,Auto trade,,,
20190304T154423,105.13,200,Auto trade,,,
20190304T154424,105.13,200,Auto trade,,,
20190304T154426,105.14,100,Auto trade,,,
20190304T154429,105.145,500,Auto trade,,,
20190304T154429,105.15,100,Auto trade,,,
20190304T154430,105.14,121,Auto trade,,,
20190304T154430,105.12,100,Auto trade,,,
20190304T154431,105.11,100,Auto trade,,,
20190304T154433,105.13,200,Auto trade,,,
20190304T154433,105.16,100,Auto trade,,,
20190304T154434,105.16,100,Auto trade,,,
20190304T154434,105.17,100,Auto trade,,,
20190304T154434,105.19,200,Auto trade,,,
20190304T154434,105.175,100,Auto trade,,,
20190304T154438,105.16,100,Auto trade,,,
20190304T154438,105.15,100,Auto trade,,,
20190304T154440,105.14,100,Auto trade,,,
20190304T154440,105.13,100,Auto trade,,,
20190304T154441,105.14,100,Auto trade,,,
20190304T154442,105.14,400,Auto trade,,,
20190304T154442,105.15,100,Auto trade,,,
20190304T154442,105.16,100,Auto trade,,,
20190304T154445,105.186,3000,Auto trade,,,
20190304T154446,105.18,100,Auto trade,,,
20190304T154446,105.17,100,Auto trade,,,
20190304T154447,105.17,100,Auto trade,,,
20190304T154449,105.17,100,Auto trade,,,
20190304T154450,105.17,200,Auto trade,,,
20190304T154450,105.18,100,Auto trade,,,
20190304T154450,105.175,300,Auto trade,,,
20190304T154452,105.18,100,Auto trade,,,
20190304T154452,105.19,100,Auto trade,,,
20190304T154453,105.18,300,Auto trade,,,
20190304T154456,105.1878,400,Auto trade,,,
20190304T154456,105.1803,150,Auto trade,,,
20190304T154456,105.19,100,Auto trade,,,
20190304T154456,105.2,100,Auto trade,,,
20190304T154456,105.21,200,Auto trade,,,
20190304T154457,105.21,2300,Auto trade,,,
20190304T154458,105.2078,238,Auto trade,,,
20190304T154458,105.21,100,Auto trade,,,
20190304T154459,105.22,2000,Auto trade,,,
20190304T154500,105.22,600,Auto trade,,,
20190304T154501,105.22,300,Auto trade,,,
20190304T154501,105.21,100,Auto trade,,,
20190304T154503,105.21,100,Auto trade,,,
20190304T154503,105.2,100,Auto trade,,,
20190304T154504,105.195,210,Auto trade,,,
20190304T154507,105.19,100,Auto trade,,,
20190304T154507,105.18,200,Auto trade,,,
20190304T154507,105.19,100,Auto trade,,,
20190304T154507,105.175,400,Auto trade,,,
20190304T154508,105.17,100,Auto trade,,,
20190304T154508,105.16,100,Auto trade,,,
20190304T154511,105.16,100,Auto trade,,,
20190304T154511,105.14,145,Auto trade,,,
20190304T154512,105.14,500,Auto trade,,,
20190304T154514,105.145,100,Auto trade,,,
20190304T154515,105.14,300,Auto trade,,,
20190304T154518,105.12,200,Auto trade,,,
20190304T154520,105.14,500,Auto trade,,,
20190304T154522,105.13,100,Auto trade,,,
20190304T154522,105.125,100,Auto trade,,,
20190304T154522,105.13,100,Auto trade,,,
20190304T154524,105.1375,121,Auto trade,,,
20190304T154525,105.12,100,Auto trade,,,
20190304T154526,105.12,470,Auto trade,,,
20190304T154527,105.12,300,Auto trade,,,
20190304T154527,105.1148,175,Auto trade,,,
20190304T154527,105.11,100,Auto trade,,,
20190304T154527,105.115,100,Auto trade,,,
20190304T154527,105.11,100,Auto trade,,,
20190304T154528,105.11,200,Auto trade,,,
20190304T154528,105.104,100,Auto trade,,,
20190304T154529,105.1075,100,Auto trade,,,
20190304T154529,105.105,200,Auto trade,,,
20190304T154529,105.1095,185,Auto trade,,,
20190304T154529,105.1,100,Auto trade,,,
20190304T154530,105.1,700,Auto trade,,,
20190304T154530,105.095,100,Auto trade,,,
20190304T154530,105.1,100,Auto trade,,,
20190304T154530,105.105,100,Auto trade,,,
20190304T154530,105.11,100,Auto trade,,,
20190304T154530,105.105,100,Auto trade,,,
20190304T154530,105.115,300,Auto trade,,,
20190304T154531,105.11,100,Auto trade,,,
20190304T154531,105.12,100,Auto trade,,,
20190304T154531,105.105,3000,Auto trade,,,
20190304T154531,105.13,300,Auto trade,,,
20190304T154531,105.135,300,Auto trade,,,
20190304T154531,105.13,100,Auto trade,,,
20190304T154532,105.13,100,Auto trade,,,
20190304T154534,105.135,400,Auto trade,,,
20190304T154534,105.13,100,Auto trade,,,
20190304T154536,105.135,200,Auto trade,,,
20190304T154536,105.14,300,Auto trade,,,
20190304T154537,105.13,400,Auto trade,,,
20190304T154538,105.1326,3000,Auto trade,,,
20190304T154540,105.1299,125,Auto trade,,,
20190304T154540,105.11,700,Auto trade,,,
20190304T154541,105.115,300,Auto trade,,,
20190304T154541,105.11,300,Auto trade,,,
20190304T154544,105.11,200,Auto trade,,,
20190304T154544,105.106,500,Auto trade,,,
20190304T154544,105.1,306,Auto trade,,,
20190304T154545,105.11,100,Auto trade,,,
20190304T154545,105.1,100,Auto trade,,,
20190304T154545,105.09,100,Auto trade,,,
20190304T154545,105.1,200,Auto trade,,,
20190304T154545,105.09,100,Auto trade,,,
20190304T154545,105.1,100,Auto trade,,,
20190304T154546,105.11,100,Auto trade,,,
20190304T154546,105.105,100,Auto trade,,,
20190304T154546,105.1,300,Auto trade,,,
20190304T154546,105.11,300,Auto trade,,,
20190304T154546,105.1,100,Auto trade,,,
20190304T154547,105.11,100,Auto trade,,,
20190304T154548,105.09,370,Auto trade,,,
20190304T154548,105.0959,500,Auto trade,,,
20190304T154549,105.0837,500,Auto trade,,,
20190304T154549,105.08,200,Auto trade,,,
20190304T154550,105.07,100,Auto trade,,,
20190304T154555,105.09,200,Auto trade,,,
20190304T154555,105.08,200,Auto trade,,,
20190304T154555,105.085,100,Auto trade,,,
20190304T154556,105.09,100,Auto trade,,,
20190304T154557,105.085,100,Auto trade,,,
20190304T154557,105.0888,1000,Auto trade,,,
20190304T154600,105.085,3000,Auto trade,,,
20190304T154601,105.1,200,Auto trade,,,
20190304T154601,105.085,200,Auto trade,,,
20190304T154601,105.09,100,Auto trade,,,
20190304T154601,105.1,100,Auto trade,,,
20190304T154601,105.095,100,Auto trade,,,
20190304T154601,105.1,100,Auto trade,,,
20190304T154602,105.09,100,Auto trade,,,
20190304T154602,105.085,100,Auto trade,,,
20190304T154606,105.09,100,Auto trade,,,
20190304T154606,105.085,200,Auto trade,,,
20190304T154606,105.09,100,Auto trade,,,
20190304T154607,105.09,200,Auto trade,,,
20190304T154607,105.08,100,Auto trade,,,
20190304T154607,105.095,100,Auto trade,,,
20190304T154609,105.09,100,Auto trade,,,
20190304T154610,105.09,100,Auto trade,,,
20190304T154610,105.085,100,Auto trade,,,
20190304T154611,105.1,100,Auto trade,,,
20190304T154613,105.095,100,Auto trade,,,
20190304T154615,105.1,100,Auto trade,,,
20190304T154615,105.095,100,Auto trade,,,
20190304T154615,105.1,100,Auto trade,,,
20190304T154615,105.095,100,Auto trade,,,
20190304T154615,105.1,100,Auto trade,,,
20190304T154615,105.095,100,Auto trade,,,
20190304T154615,105.1,100,Auto trade,,,
20190304T154615,105.095,100,Auto trade,,,
20190304T154615,105.105,300,Auto trade,,,
20190304T154615,105.095,100,Auto trade,,,
20190304T154615,105.1,100,Auto trade,,,
20190304T154615,105.09,100,Auto trade,,,
20190304T154616,105.0993,248,Auto trade,,,
20190304T154617,105.09,100,Auto trade,,,
20190304T154617,105.1,100,Auto trade,,,
20190304T154618,105.09,200,Auto trade,,,
20190304T154619,105.09,200,Auto trade,,,
20190304T154619,105.08,100,Auto trade,,,
20190304T154619,105.075,100,Auto trade,,,
20190304T154620,105.07,100,Auto trade,,,
20190304T154620,105.06,100,Auto trade,,,
20190304T154620,105.07,100,Auto trade,,,
20190304T154620,105.065,600,Auto trade,,,
20190304T154620,105.07,300,Auto trade,,,
20190304T154620,105.065,100,Auto trade,,,
20190304T154621,105.07,100,Auto trade,,,
20190304T154622,105.07,100,Auto trade,,,
20190304T154623,105.06,100,Auto trade,,,
20190304T154623,105.05,200,Auto trade,,,
20190304T154624,105.05,600,Auto trade,,,
20190304T154624,105.045,200,Auto trade,,,
20190304T154625,105.05,100,Auto trade,,,
20190304T154626,105.06,100,Auto trade,,,
20190304T154627,105.08,100,Auto trade,,,
20190304T154627,105.0758,325,Auto trade,,,
20190304T154627,105.0723,102,Auto trade,,,
20190304T154629,105.08,200,Auto trade,,,
20190304T154629,105.09,100,Auto trade,,,
20190304T154629,105.08,100,Auto trade,,,
20190304T154629,105.09,100,Auto trade,,,
20190304T154629,105.08,100,Auto trade,,,
20190304T154629,105.09,100,Auto trade,,,
20190304T154629,105.08,100,Auto trade,,,
20190304T154629,105.1,100,Auto trade,,,
20190304T154629,105.11,100,Auto trade,,,
20190304T154629,105.12,300,Auto trade,,,
20190304T154630,105.1279,100,Auto trade,,,
20190304T154631,105.125,2600,Auto trade,,,
20190304T154632,105.13,100,Auto trade,,,
20190304T154632,105.14,100,Auto trade,,,
20190304T154632,105.13,100,Auto trade,,,
20190304T154632,105.14,100,Auto trade,,,
20190304T154632,105.13,400,Auto trade,,,
20190304T154632,105.15,100,Auto trade,,,
20190304T154633,105.16,100,Auto trade,,,
20190304T154634,105.151,285,Auto trade,,,
20190304T154634,105.16,100,Auto trade,,,
20190304T154636,105.15,111,Auto trade,,,
20190304T154639,105.15,442,Auto trade,,,
20190304T154642,105.16,100,Auto trade,,,
20190304T154645,105.17,242,Auto trade,,,
20190304T154645,105.18,100,Auto trade,,,
20190304T154645,105.165,100,Auto trade,,,
20190304T154645,105.18,150,Auto trade,,,
20190304T154646,105.19,100,Auto trade,,,
20190304T154646,105.185,100,Auto trade,,,
20190304T154646,105.19,100,Auto trade,,,
20190304T154649,105.1986,285,Auto trade,,,
20190304T154653,105.19,100,Auto trade,,,
20190304T154655,105.195,100,Auto trade,,,
20190304T154656,105.19,199,Auto trade,,,
20190304T154656,105.18,200,Auto trade,,,
20190304T154656,105.19,100,Auto trade,,,
20190304T154656,105.185,101,Auto trade,,,
20190304T154657,105.1899,4810,Auto trade,,,
20190304T154657,105.19,900,Auto trade,,,
20190304T154657,105.185,100,Auto trade,,,
20190304T154657,105.19,300,Auto trade,,,
20190304T154659,105.18,200,Auto trade,,,
20190304T154659,105.19,100,Auto trade,,,
20190304T154659,105.18,100,Auto trade,,,
20190304T154700,105.175,100,Auto trade,,,
20190304T154702,105.175,250,Auto trade,,,
20190304T154702,105.17,200,Auto trade,,,
20190304T154702,105.175,400,Auto trade,,,
20190304T154702,105.17,400,Auto trade,,,
20190304T154705,105.17,330,Auto trade,,,
20190304T154705,105.18,100,Auto trade,,,
20190304T154707,105.18,300,Auto trade,,,
20190304T154707,105.17,100,Auto trade,,,
20190304T154708,105.165,100,Auto trade,,,
20190304T154710,105.165,100,Auto trade,,,
20190304T154711,105.16,131,Auto trade,,,
20190304T154712,105.16,100,Auto trade,,,
20190304T154712,105.15,341,Auto trade,,,
20190304T154712,105.145,200,Auto trade,,,
20190304T154712,105.14,100,Auto trade,,,
20190304T154713,105.15,100,Auto trade,,,
20190304T154713,105.16,100,Auto trade,,,
20190304T154714,105.16,200,Auto trade,,,
20190304T154716,105.15,200,Auto trade,,,
20190304T154717,105.11,100,Auto trade,,,
20190304T154719,105.11,100,Auto trade,,,
20190304T154721,105.14,180,Auto trade,,,
20190304T154721,105.1399,100,Auto trade,,,
20190304T154721,105.12,100,Auto trade,,,
20190304T154723,105.11,134,Auto trade,,,
20190304T154723,105.12,300,Auto trade,,,
20190304T154723,105.13,100,Auto trade,,,
20190304T154724,105.12,145,Auto trade,,,
20190304T154724,105.125,100,Auto trade,,,
20190304T154726,105.15,100,Auto trade,,,
20190304T154726,105.16,100,Auto trade,,,
20190304T154727,105.16,1000,Auto trade,,,
20190304T154727,105.15,100,Auto trade,,,
20190304T154728,105.15,300,Auto trade,,,
20190304T154730,105.1336,226,Auto trade,,,
20190304T154730,105.13,100,Auto trade,,,
20190304T154732,105.15,100,Auto trade,,,
20190304T154732,105.16,100,Auto trade,,,
20190304T154733,105.16,300,Auto trade,,,
20190304T154733,105.17,100,Auto trade,,,
20190304T154733,105.16,100,Auto trade,,,
20190304T154734,105.16,1000,Auto trade,,,
20190304T154735,105.16,100,Auto trade,,,
20190304T154735,105.15,200,Auto trade,,,
20190304T154736,105.16,100,Auto trade,,,
20190304T154740,105.15,100,Auto trade,,,
20190304T154745,105.1516,500,Auto trade,,,
20190304T154745,105.15,100,Auto trade,,,
20190304T154745,105.14,100,Auto trade,,,
20190304T154745,105.145,100,Auto trade,,,
20190304T154749,105.14,100,Auto trade,,,
20190304T154750,105.13,100,Auto trade,,,
20190304T154757,105.14,100,Auto trade,,,
20190304T154757,105.15,100,Auto trade,,,
20190304T154757,105.14,200,Auto trade,,,
20190304T154801,105.15,300,Auto trade,,,
20190304T154801,105.145,3000,Auto trade,,,
20190304T154801,105.14,100,Auto trade,,,
20190304T154802,105.135,100,Auto trade,,,
20190304T154802,105.14,100,Auto trade,,,
20190304T154802,105.135,100,Auto trade,,,
20190304T154802,105.14,100,Auto trade,,,
20190304T154802,105.135,100,Auto trade,,,
20190304T154802,105.14,100,Auto trade,,,
20190304T154802,105.135,100,Auto trade,,,
20190304T154804,105.135,100,Auto trade,,,
20190304T154804,105.13,100,Auto trade,,,
20190304T154804,105.12,470,Auto trade,,,
20190304T154807,105.09,100,Auto trade,,,
20190304T154808,105.0942,100,Auto trade,,,
20190304T154808,105.08,500,Auto trade,,,
20190304T154810,105.08,100,Auto trade,,,
20190304T154811,105.07,100,Auto trade,,,
20190304T154813,105.07,250,Auto trade,,,
20190304T154814,105.07,400,Auto trade,,,
20190304T154814,105.08,100,Auto trade,,,
20190304T154814,105.07,100,Auto trade,,,
20190304T154814,105.06,100,Auto trade,,,
20190304T154814,105.065,100,Auto trade,,,
20190304T154819,105.06,100,Auto trade,,,
20190304T154823,105.067,100,Auto trade,,,
20190304T154826,105.07,100,Auto trade,,,
20190304T154826,105.08,157,Auto trade,,,
20190304T154826,105.07,100,Auto trade,,,
20190304T154826,105.08,100,Auto trade,,,
20190304T154826,105.07,100,Auto trade,,,
20190304T154829,105.07,300,Auto trade,,,
20190304T154830,105.06,100,Auto trade,,,
20190304T154832,105.07,100,Auto trade,,,
20190304T154833,105.06,199,Auto trade,,,
20190304T154833,105.05,100,Auto trade,,,
20190304T154834,105.05,100,Auto trade,,,
20190304T154835,105.05,100,Auto trade,,,
20190304T154836,105.04,100,Auto trade,,,
20190304T154838,105.04,100,Auto trade,,,
20190304T154840,105.04,140,Auto trade,,,
20190304T154840,105.0345,200,Auto trade,,,
20190304T154840,105.03,1000,Auto trade,,,
20190304T154840,105.02,100,Auto trade,,,
20190304T154842,105.03,200,Auto trade,,,
20190304T154843,105.0253,100,Auto trade,,,
20190304T154843,105.02,200,Auto trade,,,
20190304T154847,105.03,100,Auto trade,,,
20190304T154847,105.02,100,Auto trade,,,
20190304T154848,105.035,100,Auto trade,,,
20190304T154851,105.03,200,Auto trade,,,
20190304T154851,105.02,200,Auto trade,,,
20190304T154851,105.01,100,Auto trade,,,
20190304T154853,105.01,200,Auto trade,,,
20190304T154854,105.01,100,Auto trade,,,
20190304T154854,105.02,100,Auto trade,,,
20190304T154855,105.03,130,Auto trade,,,
20190304T154856,105.03,100,Auto trade,,,
20190304T154900,105.03,200,Auto trade,,,
20190304T154900,105.034,173,Auto trade,,,
20190304T154901,105.03,100,Auto trade,,,
20190304T154902,105.03,970,Auto trade,,,
20190304T154903,105.02,100,Auto trade,,,
20190304T154906,105.0201,100,Auto trade,,,
20190304T154906,105.02,100,Auto trade,,,
20190304T154910,105.02,200,Auto trade,,,
20190304T154910,105.03,100,Auto trade,,,
20190304T154910,105.025,100,Auto trade,,,
20190304T154910,105.03,100,Auto trade,,,
20190304T154910,105.02,100,Auto trade,,,
20190304T154911,105.03,100,Auto trade,,,
20190304T154911,105.01,100,Auto trade,,,
20190304T154911,105.0,300,Auto trade,,,
20190304T154911,105.01,200,Auto trade,,,
20190304T154911,105.0,725,Auto trade,,,
20190304T154911,105.01,100,Auto trade,,,
20190304T154911,105.0,250,Auto trade,,,
20190304T154911,105.005,100,Auto trade,,,
20190304T154911,105.0,100,Auto trade,,,
20190304T154911,104.99,100,Auto trade,,,
20190304T154911,105.0,100,Auto trade,,,
20190304T154911,104.99,100,Auto trade,,,
20190304T154911,104.98,100,Auto trade,,,
20190304T154911,104.985,1500,Auto trade,,,
20190304T154911,104.98,100,Auto trade,,,
20190304T154911,104.985,2200,Auto trade,,,
20190304T154911,104.99,200,Auto trade,,,
20190304T154911,104.98,100,Auto trade,,,
20190304T154911,105.0,6140,Auto trade,,,
20190304T154911,104.98,200,Auto trade,,,
20190304T154911,104.99,100,Auto trade,,,
20190304T154911,104.985,1500,Auto trade,,,
20190304T154911,104.98,100,Auto trade,,,
20190304T154912,104.975,300,Auto trade,,,
20190304T154912,104.98,300,Auto trade,,,
20190304T154913,104.98,3689,Auto trade,,,
20190304T154914,104.99,100,Auto trade,,,
20190304T154916,105.0,154,Auto trade,,,
20190304T154916,105.01,100,Auto trade,,,
20190304T154917,105.01,300,Auto trade,,,
20190304T154918,105.02,100,Auto trade,,,
20190304T154923,105.02,300,Auto trade,,,
20190304T154923,105.01,100,Auto trade,,,
20190304T154923,105.0,200,Auto trade,,,
20190304T154924,105.0,100,Auto trade,,,
20190304T154926,105.005,1000,Auto trade,,,
20190304T154928,105.0,200,Auto trade,,,
20190304T154929,104.995,100,Auto trade,,,
20190304T154929,105.0,100,Auto trade,,,
20190304T154929,104.995,300,Auto trade,,,
20190304T154929,105.0,100,Auto trade,,,
20190304T154930,105.0,700,Auto trade,,,
20190304T154930,104.995,400,Auto trade,,,
20190304T154931,105.0,200,Auto trade,,,
20190304T154932,104.99,100,Auto trade,,,
20190304T154932,104.98,200,Auto trade,,,
20190304T154932,104.99,100,Auto trade,,,
20190304T154933,105.0,100,Auto trade,,,
20190304T154934,105.0,1100,Auto trade,,,
20190304T154935,105.0,100,Auto trade,,,
20190304T154935,104.99,100,Auto trade,,,
20190304T154937,104.99,100,Auto trade,,,
20190304T154938,104.995,200,Auto trade,,,
20190304T154939,104.9905,500,Auto trade,,,
20190304T154940,105.0,100,Auto trade,,,
20190304T154941,105.0015,500,Auto trade,,,
20190304T154942,105.0,200,Auto trade,,,
20190304T154943,104.995,100,Auto trade,,,
20190304T154944,104.99,100,Auto trade,,,
20190304T154944,104.985,200,Auto trade,,,
20190304T154944,104.98,100,Auto trade,,,
20190304T154947,104.98,400,Auto trade,,,
20190304T154947,104.9879,226,Auto trade,,,
20190304T154948,104.9809,100,Auto trade,,,
20190304T154949,104.9883,1000,Auto trade,,,
20190304T154949,104.99,100,Auto trade,,,
20190304T154951,105.01,100,Auto trade,,,
20190304T154951,105.02,200,Auto trade,,,
20190304T154951,105.025,200,Auto trade,,,
20190304T154951,105.0297,550,Auto trade,,,
20190304T154952,105.025,100,Auto trade,,,
20190304T154955,105.02,100,Auto trade,,,
20190304T154955,105.01,100,Auto trade,,,
20190304T154957,105.02,100,Auto trade,,,
20190304T154957,105.01,112,Auto trade,,,
20190304T154957,105.02,100,Auto trade,,,
20190304T154959,105.0,100,Auto trade,,,
20190304T154959,105.01,200,Auto trade,,,
20190304T155001,105.0099,250,Auto trade,,,
20190304T155001,105.0,100,Auto trade,,,
20190304T155003,104.993,100,Auto trade,,,
20190304T155003,105.0,100,Auto trade,,,
20190304T155003,105.01,100,Auto trade,,,
20190304T155004,105.02,100,Auto trade,,,
20190304T155005,105.02,2400,Auto trade,,,
20190304T155006,105.01,199,Auto trade,,,
20190304T155008,105.02,100,Auto trade,,,
20190304T155008,105.01,100,Auto trade,,,
20190304T155009,105.01,200,Auto trade,,,
20190304T155010,105.005,100,Auto trade,,,
20190304T155011,105.01,100,Auto trade,,,
20190304T155012,105.015,100,Auto trade,,,
20190304T155013,105.0165,100,Auto trade,,,
20190304T155015,105.02,100,Auto trade,,,
20190304T155015,105.025,100,Auto trade,,,
20190304T155018,105.02,100,Auto trade,,,
20190304T155021,105.02,700,Auto trade,,,
20190304T155023,105.0225,500,Auto trade,,,
20190304T155023,105.03,400,Auto trade,,,
20190304T155028,105.03,1600,Auto trade,,,
20190304T155029,105.025,100,Auto trade,,,
20190304T155029,105.03,100,Auto trade,,,
20190304T155029,105.04,100,Auto trade,,,
20190304T155029,105.05,300,Auto trade,,,
20190304T155029,105.06,104,Auto trade,,,
20190304T155030,105.07,100,Auto trade,,,
20190304T155030,105.08,100,Auto trade,,,
20190304T155030,105.07,100,Auto trade,,,
20190304T155030,105.075,200,Auto trade,,,
20190304T155030,105.07,100,Auto trade,,,
20190304T155033,105.08,100,Auto trade,,,
20190304T155037,105.08,400,Auto trade,,,
20190304T155038,105.09,100,Auto trade,,,
20190304T155044,105.09,600,Auto trade,,,
20190304T155044,105.095,200,Auto trade,,,
20190304T155045,105.09,300,Auto trade,,,
20190304T155045,105.08,100,Auto trade,,,
20190304T155046,105.08,3118,Auto trade,,,
20190304T155049,105.08,200,Auto trade,,,
20190304T155049,105.0999,495,Auto trade,,,
20190304T155050,105.0831,100,Auto trade,,,
20190304T155050,105.095,200,Auto trade,,,
20190304T155050,105.1,600,Auto trade,,,
20190304T155052,105.09,100,Auto trade,,,
20190304T155052,105.0859,1000,Auto trade,,,
20190304T155052,105.095,400,Auto trade,,,
20190304T155053,105.09,100,Auto trade,,,
20190304T155056,105.1,200,Auto trade,,,
20190304T155056,105.095,200,Auto trade,,,
20190304T155056,105.12,100,Auto trade,,,
20190304T155056,105.1,100,Auto trade,,,
20190304T155056,105.12,100,Auto trade,,,
20190304T155056,105.11,100,Auto trade,,,
20190304T155056,105.12,100,Auto trade,,,
20190304T155056,105.11,100,Auto trade,,,
20190304T155057,105.1,100,Auto trade,,,
20190304T155058,105.1,100,Auto trade,,,
20190304T155059,105.09,200,Auto trade,,,
20190304T155100,105.09,500,Auto trade,,,
20190304T155100,105.08,100,Auto trade,,,
20190304T155102,105.0883,187,Auto trade,,,
20190304T155103,105.08,100,Auto trade,,,
20190304T155103,105.06,100,Auto trade,,,
20190304T155103,105.04,100,Auto trade,,,
20190304T155104,105.03,100,Auto trade,,,
20190304T155105,105.03,100,Auto trade,,,
20190304T155108,105.05,100,Auto trade,,,
20190304T155109,105.05,300,Auto trade,,,
20190304T155117,105.08,100,Auto trade,,,
20190304T155127,105.09,100,Auto trade,,,
20190304T155128,105.11,137,Auto trade,,,
20190304T155128,105.12,100,Auto trade,,,
20190304T155129,105.11,400,Auto trade,,,
20190304T155130,105.11,100,Auto trade,,,
20190304T155130,105.1101,200,Auto trade,,,
20190304T155132,105.124,100,Auto trade,,,
20190304T155133,105.13,100,Auto trade,,,
20190304T155140,105.1379,402,Auto trade,,,
20190304T155140,105.14,100,Auto trade,,,
20190304T155143,105.15,100,Auto trade,,,
20190304T155147,105.145,100,Auto trade,,,
20190304T155147,105.14,100,Auto trade,,,
20190304T155147,105.135,400,Auto trade,,,
20190304T155147,105.1354,2200,Auto trade,,,
20190304T155147,105.135,400,Auto trade,,,
20190304T155149,105.14,100,Auto trade,,,
20190304T155149,105.15,100,Auto trade,,,
20190304T155149,105.16,100,Auto trade,,,
20190304T155149,105.17,625,Auto trade,,,
20190304T155149,105.16,100,Auto trade,,,
20190304T155151,105.15,100,Auto trade,,,
20190304T155152,105.15,100,Auto trade,,,
20190304T155153,105.16,100,Auto trade,,,
20190304T155154,105.17,250,Auto trade,,,
20190304T155154,105.19,100,Auto trade,,,
20190304T155156,105.19,262,Auto trade,,,
20190304T155156,105.2,100,Auto trade,,,
20190304T155156,105.19,100,Auto trade,,,
20190304T155156,105.2,400,Auto trade,,,
20190304T155157,105.21,100,Auto trade,,,
20190304T155159,105.22,100,Auto trade,,,
20190304T155159,105.2299,100,Auto trade,,,
20190304T155159,105.22,100,Auto trade,,,
20190304T155200,105.22,200,Auto trade,,,
20190304T155201,105.21,100,Auto trade,,,
20190304T155204,105.21,300,Auto trade,,,
20190304T155207,105.2378,150,Auto trade,,,
20190304T155209,105.225,100,Auto trade,,,
20190304T155209,105.22,100,Auto trade,,,
20190304T155210,105.21,100,Auto trade,,,
20190304T155211,105.215,134,Auto trade,,,
20190304T155212,105.215,100,Auto trade,,,
20190304T155212,105.22,100,Auto trade,,,
20190304T155212,105.23,161,Auto trade,,,
20190304T155218,105.2401,100,Auto trade,,,
20190304T155218,105.24,100,Auto trade,,,
20190304T155220,105.25,142,Auto trade,,,
20190304T155222,105.25,100,Auto trade,,,
20190304T155222,105.26,100,Auto trade,,,
20190304T155225,105.256,200,Auto trade,,,
20190304T155226,105.25,100,Auto trade,,,
20190304T155226,105.2501,100,Auto trade,,,
20190304T155226,105.25,114,Auto trade,,,
20190304T155227,105.245,100,Auto trade,,,
20190304T155233,105.24,500,Auto trade,,,
20190304T155236,105.24,1900,Auto trade,,,
20190304T155237,105.23,300,Auto trade,,,
20190304T155237,105.22,100,Auto trade,,,
20190304T155240,105.23,200,Auto trade,,,
20190304T155240,105.24,300,Auto trade,,,
20190304T155241,105.25,200,Auto trade,,,
20190304T155241,105.24,400,Auto trade,,,
20190304T155241,105.2302,100,Auto trade,,,
20190304T155242,105.25,200,Auto trade,,,
20190304T155243,105.25,1587,Auto trade,,,
20190304T155248,105.27,100,Auto trade,,,
20190304T155249,105.27,300,Auto trade,,,
20190304T155253,105.2713,500,Auto trade,,,
20190304T155254,105.27,100,Auto trade,,,
20190304T155254,105.265,100,Auto trade,,,
20190304T155255,105.27,100,Auto trade,,,
20190304T155258,105.27,100,Auto trade,,,
20190304T155300,105.27,600,Auto trade,,,
20190304T155302,105.27,700,Auto trade,,,
20190304T155302,105.263,100,Auto trade,,,
20190304T155305,105.2625,550,Auto trade,,,
20190304T155309,105.26,192,Auto trade,,,
20190304T155310,105.2648,1000,Auto trade,,,
20190304T155311,105.26,297,Auto trade,,,
20190304T155312,105.26,703,Auto trade,,,
20190304T155313,105.2632,100,Auto trade,,,
20190304T155317,105.281,400,Auto trade,,,
20190304T155320,105.28,100,Auto trade,,,
20190304T155320,105.2801,100,Auto trade,,,
20190304T155320,105.28,100,Auto trade,,,
20190304T155320,105.2801,100,Auto trade,,,
20190304T155320,105.28,100,Auto trade,,,
20190304T155321,105.28,777,Auto trade,,,
20190304T155321,105.29,100,Auto trade,,,
20190304T155321,105.3,300,Auto trade,,,
20190304T155323,105.3,100,Auto trade,,,
20190304T155323,105.302,800,Auto trade,,,
20190304T155329,105.31,100,Auto trade,,,
20190304T155329,105.32,1000,Auto trade,,,
20190304T155332,105.33,300,Auto trade,,,
20190304T155332,105.334,272,Auto trade,,,
20190304T155332,105.3399,200,Auto trade,,,
20190304T155332,105.34,100,Auto trade,,,
20190304T155332,105.326,900,Auto trade,,,
20190304T155332,105.33,100,Auto trade,,,
20190304T155333,105.32,200,Auto trade,,,
20190304T155334,105.3254,100,Auto trade,,,
